Timestamp,1. open,2. high,3. low,4. close,5. volume,Stock Symbol
2023-11-24 17:00:00,155.1800,155.1800,155.1800,155.1800,335049,IBM
2023-11-24 16:55:00,155.1100,155.1800,155.1100,155.1800,40,IBM
2023-11-24 16:50:00,155.1000,155.1000,155.1000,155.1000,1,IBM
2023-11-24 16:40:00,155.0500,155.0500,155.0500,155.0500,40,IBM
2023-11-24 16:35:00,155.1500,155.1500,155.1500,155.1500,100,IBM
2023-11-24 16:25:00,155.1200,155.1200,155.0500,155.0500,134,IBM
2023-11-24 15:50:00,155.1200,155.1200,155.1200,155.1200,23,IBM
2023-11-24 15:45:00,155.1200,155.1200,155.1200,155.1200,8,IBM
2023-11-24 15:30:00,155.1800,155.1800,155.1800,155.1800,335049,IBM
2023-11-24 15:25:00,155.1700,155.1900,155.1700,155.1900,168,IBM
2023-11-24 15:20:00,155.0500,155.0500,155.0500,155.0500,4,IBM
2023-11-24 15:15:00,155.0100,155.0100,155.0100,155.0100,4,IBM
2023-11-24 15:10:00,155.0100,155.0100,155.0100,155.0100,1,IBM
2023-11-24 15:05:00,155.0500,155.0500,155.0500,155.0500,4,IBM
2023-11-24 15:00:00,155.1700,155.1800,155.1700,155.1800,230,IBM
2023-11-24 14:45:00,155.0500,155.0500,155.0100,155.0100,5,IBM
2023-11-24 14:40:00,155.1800,155.1800,155.1800,155.1800,6,IBM
2023-11-24 14:30:00,155.2200,155.2600,155.2200,155.2600,70,IBM
2023-11-24 14:25:00,155.1800,155.1800,155.1800,155.1800,1,IBM
2023-11-24 14:15:00,155.1800,155.1800,155.1800,155.1800,2,IBM
2023-11-24 14:10:00,155.1800,155.1800,155.1800,155.1800,202,IBM
2023-11-24 14:05:00,155.1800,155.2600,155.1800,155.2600,501,IBM
2023-11-24 14:00:00,155.1800,155.1800,155.1800,155.1800,1,IBM
2023-11-24 13:55:00,155.1500,155.1500,155.1500,155.1500,200,IBM
2023-11-24 13:50:00,155.1800,155.1800,155.1800,155.1800,1200,IBM
2023-11-24 13:45:00,155.1800,155.1800,155.1500,155.1800,802,IBM
2023-11-24 13:40:00,155.1800,155.1800,155.0000,155.0900,790,IBM
2023-11-24 13:35:00,155.0700,155.2550,155.0700,155.1800,2211,IBM
2023-11-24 13:20:00,155.1800,155.1800,155.0700,155.0700,2052,IBM
2023-11-24 13:15:00,155.1800,155.1800,154.9900,154.9900,8,IBM
2023-11-24 13:10:00,155.1800,155.1800,154.9700,155.0500,335168,IBM
2023-11-24 13:05:00,155.1800,155.1800,155.1800,155.1800,714,IBM
2023-11-24 13:00:00,155.1500,155.1800,155.1300,155.1800,714725,IBM
2023-11-24 12:55:00,154.8800,155.1600,154.8700,155.1500,217922,IBM
2023-11-24 12:50:00,154.6300,154.8800,154.6200,154.8700,86322,IBM
2023-11-24 12:45:00,154.5900,154.6500,154.5400,154.6250,78025,IBM
2023-11-24 12:40:00,154.4450,154.7000,154.4300,154.5800,78592,IBM
2023-11-24 12:35:00,154.4800,154.4800,154.3900,154.4200,35711,IBM
2023-11-24 12:30:00,154.3750,154.4800,154.3300,154.4800,26090,IBM
2023-11-24 12:25:00,154.3600,154.4400,154.3190,154.3700,26441,IBM
2023-11-24 12:20:00,154.3200,154.3700,154.3100,154.3500,17377,IBM
2023-11-24 12:15:00,154.3500,154.3700,154.3200,154.3200,25286,IBM
2023-11-24 12:10:00,154.3800,154.4300,154.3500,154.3580,16603,IBM
2023-11-24 12:05:00,154.3450,154.3950,154.3300,154.3700,12404,IBM
2023-11-24 12:00:00,154.3700,154.3800,154.3100,154.3500,16526,IBM
2023-11-24 11:55:00,154.3300,154.4100,154.3300,154.3600,7245,IBM
2023-11-24 11:50:00,154.3100,154.3300,154.2900,154.3100,10909,IBM
2023-11-24 11:45:00,154.3360,154.3480,154.2900,154.3000,12510,IBM
2023-11-24 11:40:00,154.4300,154.4360,154.3350,154.3350,13295,IBM
2023-11-24 11:35:00,154.4210,154.4800,154.4000,154.4300,13949,IBM
2023-11-24 11:30:00,154.3850,154.4300,154.3850,154.4250,15545,IBM
2023-11-24 11:25:00,154.4500,154.4590,154.3470,154.3900,17518,IBM
2023-11-24 11:20:00,154.5000,154.5700,154.4500,154.4600,15543,IBM
2023-11-24 11:15:00,154.5500,154.6000,154.5200,154.5200,31820,IBM
2023-11-24 11:10:00,154.4800,154.5900,154.4700,154.5600,23875,IBM
2023-11-24 11:05:00,154.5800,154.6400,154.5350,154.5400,15891,IBM
2023-11-24 11:00:00,154.7200,154.7200,154.5000,154.5800,22950,IBM
2023-11-24 10:55:00,154.6970,154.7700,154.6800,154.7200,36766,IBM
2023-11-24 10:50:00,154.5600,154.7200,154.5600,154.7000,12783,IBM
2023-11-24 10:45:00,154.4900,154.5600,154.4300,154.5600,32171,IBM
2023-11-24 10:40:00,154.6000,154.6200,154.4850,154.4900,26440,IBM
2023-11-24 10:35:00,154.6900,154.7200,154.5850,154.6100,18264,IBM
2023-11-24 10:30:00,154.5900,154.7100,154.5650,154.6900,20426,IBM
2023-11-24 10:25:00,154.5350,154.5900,154.5300,154.5900,19849,IBM
2023-11-24 10:20:00,154.5700,154.5800,154.4700,154.5550,11031,IBM
2023-11-24 10:15:00,154.4640,154.5800,154.4200,154.5700,17337,IBM
2023-11-24 10:10:00,154.5600,154.5800,154.4000,154.4400,25140,IBM
2023-11-24 10:05:00,154.5100,154.6300,154.5000,154.5400,26597,IBM
2023-11-24 10:00:00,154.6900,154.7450,154.5100,154.5500,15483,IBM
2023-11-24 09:55:00,154.5750,154.6800,154.5100,154.6800,17849,IBM
2023-11-24 09:50:00,154.4500,154.5900,154.3900,154.5800,19978,IBM
2023-11-24 09:45:00,154.3400,154.4300,154.2400,154.4200,16643,IBM
2023-11-24 09:40:00,154.4000,154.4700,153.9200,154.2500,46824,IBM
2023-11-24 09:35:00,154.6300,154.7700,154.4250,154.4250,44665,IBM
2023-11-24 09:30:00,155.1300,155.4000,154.4200,154.6000,160136,IBM
2023-11-24 09:25:00,155.1200,155.1300,155.0500,155.0700,304,IBM
2023-11-24 09:20:00,155.1100,155.1500,155.1000,155.1500,30,IBM
2023-11-24 09:15:00,155.1600,155.1800,155.1000,155.1100,34,IBM
2023-11-24 09:10:00,155.0500,155.1900,155.0500,155.1900,6,IBM
2023-11-24 09:05:00,155.0500,155.0500,155.0500,155.0500,1,IBM
2023-11-24 08:50:00,154.9900,154.9900,154.9900,154.9900,2,IBM
2023-11-24 08:45:00,155.1600,155.1600,155.1600,155.1600,1,IBM
2023-11-24 08:40:00,155.0200,155.0200,155.0200,155.0200,300,IBM
2023-11-24 08:35:00,155.0120,155.0120,155.0120,155.0120,1,IBM
2023-11-24 08:30:00,155.2000,155.2000,155.2000,155.2000,311,IBM
2023-11-24 08:25:00,155.0100,155.2000,155.0100,155.0100,13,IBM
2023-11-24 08:20:00,155.1990,155.2000,155.1990,155.2000,18,IBM
2023-11-24 08:15:00,155.1000,155.2000,155.1000,155.2000,6,IBM
2023-11-24 08:10:00,155.0800,155.1900,155.0700,155.0900,173,IBM
2023-11-24 08:05:00,155.0200,155.0200,155.0200,155.0200,50,IBM
2023-11-24 08:00:00,155.1990,155.1990,155.0100,155.0600,1353,IBM
2023-11-24 07:50:00,155.2000,155.2000,155.1500,155.1500,3,IBM
2023-11-24 07:40:00,155.2000,155.2000,155.2000,155.2000,67,IBM
2023-11-24 07:20:00,155.2000,155.2000,155.2000,155.2000,13,IBM
2023-11-24 07:15:00,155.1500,155.2000,155.1500,155.1700,163,IBM
2023-11-24 07:10:00,155.1000,155.1000,155.1000,155.1000,29,IBM
2023-11-24 07:05:00,155.0200,155.1000,155.0200,155.1000,8,IBM
2023-11-24 07:00:00,155.1000,155.1300,155.0100,155.1000,197,IBM
2023-11-24 06:50:00,155.1500,155.1500,155.1500,155.1500,6,IBM
2023-11-24 06:20:00,155.0200,155.0200,155.0200,155.0200,10,IBM
2023-11-24 16:55:00,189.9350,189.9500,189.8500,189.9000,999,AAPL
2023-11-24 16:50:00,189.9400,189.9500,189.9200,189.9350,1040,AAPL
2023-11-24 16:45:00,189.9300,189.9500,189.9300,189.9400,106,AAPL
2023-11-24 16:40:00,189.9400,189.9500,189.9300,189.9300,212,AAPL
2023-11-24 16:35:00,189.9300,189.9500,189.9100,189.9400,403,AAPL
2023-11-24 16:30:00,189.9300,189.9500,189.9300,189.9300,695,AAPL
2023-11-24 16:25:00,189.9900,189.9900,189.9300,189.9500,651,AAPL
2023-11-24 16:20:00,189.9600,189.9900,189.9300,189.9300,100,AAPL
2023-11-24 16:15:00,189.9700,189.9900,189.9300,189.9600,100,AAPL
2023-11-24 16:10:00,189.9700,189.9900,189.9500,189.9700,377,AAPL
2023-11-24 16:05:00,189.9700,189.9900,189.9200,189.9550,746,AAPL
2023-11-24 16:00:00,189.9550,189.9900,189.9300,189.9550,199,AAPL
2023-11-24 15:55:00,189.9700,190.0900,189.9200,189.9900,3065,AAPL
2023-11-24 15:50:00,189.9700,189.9700,189.9300,189.9450,716,AAPL
2023-11-24 15:45:00,189.9500,189.9700,189.9300,189.9700,478,AAPL
2023-11-24 15:40:00,189.9550,189.9700,189.9200,189.9200,212,AAPL
2023-11-24 15:35:00,189.9700,189.9900,189.9400,189.9550,410,AAPL
2023-11-24 15:30:00,189.9850,189.9900,189.9600,189.9800,501,AAPL
2023-11-24 15:25:00,189.9800,189.9900,189.9700,189.9850,1132,AAPL
2023-11-24 15:20:00,189.9700,189.9900,189.9500,189.9900,622,AAPL
2023-11-24 15:15:00,189.9600,189.9900,189.9400,189.9700,603,AAPL
2023-11-24 15:10:00,189.9690,189.9900,189.9300,189.9900,386,AAPL
2023-11-24 15:05:00,189.9450,189.9800,189.9200,189.9700,822,AAPL
2023-11-24 15:00:00,189.9450,189.9800,189.9200,189.9450,388,AAPL
2023-11-24 14:55:00,189.9500,189.9900,189.9200,189.9450,635,AAPL
2023-11-24 14:50:00,189.9850,190.0000,189.9400,189.9500,1218,AAPL
2023-11-24 14:45:00,189.9900,190.0000,189.9400,190.0000,396,AAPL
2023-11-24 14:40:00,189.9900,190.0000,189.9400,189.9900,976,AAPL
2023-11-24 14:35:00,189.9300,190.0000,189.9200,189.9900,2639,AAPL
2023-11-24 14:30:00,189.9400,189.9600,189.9200,189.9400,998,AAPL
2023-11-24 14:25:00,189.9400,189.9600,189.9200,189.9500,3593,AAPL
2023-11-24 14:20:00,189.9500,189.9600,181.6570,189.9350,3643,AAPL
2023-11-24 14:15:00,189.8600,191.3100,177.9770,189.9550,10240,AAPL
2023-11-24 14:10:00,189.9100,198.0240,189.8400,189.8800,1828,AAPL
2023-11-24 14:05:00,189.9350,189.9400,189.9000,189.9000,11971,AAPL
2023-11-24 14:00:00,189.9000,189.9550,189.9000,189.9500,5973,AAPL
2023-11-24 13:55:00,189.8900,189.9400,189.8600,189.9000,6036,AAPL
2023-11-24 13:50:00,189.8500,189.9700,189.8400,189.8750,33304,AAPL
2023-11-24 13:45:00,189.8700,189.8900,189.8400,189.8600,1669,AAPL
2023-11-24 13:40:00,189.8950,189.9000,189.8500,189.8700,3752,AAPL
2023-11-24 13:35:00,189.8950,189.9200,189.8700,189.8950,4287,AAPL
2023-11-24 13:30:00,189.8950,189.9400,189.8500,189.8700,13816,AAPL
2023-11-24 13:25:00,189.9100,189.9300,189.8900,189.9000,4447,AAPL
2023-11-24 13:20:00,189.8900,189.9300,189.8800,189.9100,3068,AAPL
2023-11-24 13:15:00,189.9700,189.9700,189.8800,189.8900,2557,AAPL
2023-11-24 13:10:00,189.9000,189.9200,189.8500,189.9000,7953,AAPL
2023-11-24 13:05:00,189.9200,189.9700,189.8500,189.8750,16134,AAPL
2023-11-24 13:00:00,189.9700,190.0400,189.6950,189.8800,6366544,AAPL
2023-11-24 12:55:00,189.8950,190.0000,189.7700,189.9800,1158953,AAPL
2023-11-24 12:50:00,189.7200,190.0000,189.6600,189.9000,776885,AAPL
2023-11-24 12:45:00,189.6400,189.8300,189.6220,189.7300,738580,AAPL
2023-11-24 12:40:00,189.7100,189.7290,189.6150,189.6400,334867,AAPL
2023-11-24 12:35:00,189.6000,189.7100,189.5510,189.7100,316690,AAPL
2023-11-24 12:30:00,189.5400,189.6200,189.5180,189.6100,304342,AAPL
2023-11-24 12:25:00,189.5200,189.6400,189.5200,189.5400,346469,AAPL
2023-11-24 12:20:00,189.7000,189.7100,189.5100,189.5220,236204,AAPL
2023-11-24 12:15:00,189.5700,189.7250,189.5490,189.7020,326329,AAPL
2023-11-24 12:10:00,189.5500,189.6200,189.5300,189.5750,224187,AAPL
2023-11-24 12:05:00,189.5400,189.6100,189.5100,189.5530,270345,AAPL
2023-11-24 12:00:00,189.6000,189.6050,189.5000,189.5450,302035,AAPL
2023-11-24 11:55:00,189.5910,189.6450,189.5100,189.6000,327481,AAPL
2023-11-24 11:50:00,189.6300,189.7000,189.5600,189.5900,297085,AAPL
2023-11-24 11:45:00,189.6650,189.7890,189.6200,189.6300,352399,AAPL
2023-11-24 11:40:00,189.5250,189.7290,189.5200,189.6650,375773,AAPL
2023-11-24 11:35:00,189.4900,189.6000,189.4300,189.5230,299291,AAPL
2023-11-24 11:30:00,189.6000,189.6300,189.3500,189.4850,533922,AAPL
2023-11-24 11:25:00,189.5800,189.6400,189.5150,189.6100,345998,AAPL
2023-11-24 11:20:00,189.5650,189.6200,189.5200,189.5900,437948,AAPL
2023-11-24 11:15:00,189.5300,189.6400,189.5150,189.5600,323807,AAPL
2023-11-24 11:10:00,189.4970,189.6500,189.4800,189.5380,406136,AAPL
2023-11-24 11:05:00,189.5100,189.5400,189.3500,189.4900,394953,AAPL
2023-11-24 11:00:00,189.4900,189.6300,189.4600,189.5100,367219,AAPL
2023-11-24 10:55:00,189.5400,189.5450,189.3500,189.4850,334573,AAPL
2023-11-24 10:50:00,189.6300,189.6300,189.3900,189.5500,457816,AAPL
2023-11-24 10:45:00,189.4100,189.6700,189.2500,189.6350,582553,AAPL
2023-11-24 10:40:00,189.4180,189.4550,189.3700,189.4050,332465,AAPL
2023-11-24 10:35:00,189.4300,189.5500,189.3300,189.4200,389177,AAPL
2023-11-24 10:30:00,189.4700,189.5700,189.4000,189.4380,416781,AAPL
2023-11-24 10:25:00,189.4800,189.5200,189.3000,189.4600,592914,AAPL
2023-11-24 10:20:00,189.6500,189.7800,189.4280,189.4900,592535,AAPL
2023-11-24 10:15:00,189.5600,189.7000,189.4950,189.6510,568656,AAPL
2023-11-24 10:10:00,189.6910,189.7400,189.5500,189.5550,494328,AAPL
2023-11-24 10:05:00,190.0000,190.0000,189.6700,189.6950,417608,AAPL
2023-11-24 10:00:00,189.9900,190.0900,189.9200,190.0050,452584,AAPL
2023-11-24 09:55:00,189.8000,190.0600,189.7700,190.0000,615278,AAPL
2023-11-24 09:50:00,189.8400,189.9300,189.6900,189.8000,557444,AAPL
2023-11-24 09:45:00,189.9100,190.0400,189.7800,189.8500,713612,AAPL
2023-11-24 09:40:00,190.1300,190.2080,189.8200,189.9200,787425,AAPL
2023-11-24 09:35:00,190.5000,190.6000,190.0600,190.1300,620043,AAPL
2023-11-24 09:30:00,190.8700,190.9000,190.3300,190.4900,1206981,AAPL
2023-11-24 09:25:00,190.6900,190.8900,190.5200,190.8900,39336,AAPL
2023-11-24 09:20:00,190.7100,190.7400,190.6100,190.6900,21562,AAPL
2023-11-24 09:15:00,190.7150,190.7500,190.6800,190.7000,3083,AAPL
2023-11-24 09:10:00,190.6900,190.7500,190.6300,190.7100,4268,AAPL
2023-11-24 09:05:00,190.6550,190.7100,190.6200,190.7010,5419,AAPL
2023-11-24 09:00:00,190.8550,190.8900,190.6200,190.6730,7837,AAPL
2023-11-24 08:55:00,190.8050,190.8800,190.7300,190.8700,6174,AAPL
2023-11-24 08:50:00,190.8000,190.8730,190.7100,190.8500,3281,AAPL
2023-11-24 08:45:00,190.7100,190.8400,190.7100,190.7800,13629,AAPL
2023-11-24 08:40:00,190.6100,190.7500,190.6100,190.7300,5557,AAPL
2023-11-24 16:55:00,377.3530,377.4200,377.2600,377.4100,699,MSFT
2023-11-24 16:50:00,377.2800,377.4200,377.1000,377.2000,302,MSFT
2023-11-24 16:45:00,377.2000,377.4300,377.1500,377.4300,795023,MSFT
2023-11-24 16:40:00,377.1400,377.3000,377.1400,377.3000,102,MSFT
2023-11-24 16:35:00,377.4200,377.4200,377.3000,377.3000,4,MSFT
2023-11-24 16:30:00,377.3400,377.4140,377.1000,377.1400,210,MSFT
2023-11-24 16:25:00,377.1000,377.3800,377.1000,377.1000,78,MSFT
2023-11-24 16:20:00,377.4000,377.4000,377.1100,377.1200,147,MSFT
2023-11-24 16:15:00,377.2300,377.4000,377.1100,377.3600,942,MSFT
2023-11-24 16:10:00,377.3900,377.4000,377.2270,377.3900,126,MSFT
2023-11-24 16:05:00,377.2220,377.3500,377.2210,377.3000,487,MSFT
2023-11-24 16:00:00,377.4100,377.4300,377.2200,377.3500,310,MSFT
2023-11-24 15:55:00,377.2700,377.4900,377.2000,377.4900,521,MSFT
2023-11-24 15:50:00,377.4300,377.4300,377.3000,377.4200,205,MSFT
2023-11-24 15:45:00,377.4000,377.4300,377.3300,377.3850,767,MSFT
2023-11-24 15:40:00,377.3700,377.4300,377.3600,377.4000,466,MSFT
2023-11-24 15:35:00,377.3700,377.3750,377.3400,377.3400,507,MSFT
2023-11-24 15:30:00,377.2800,377.3800,377.1100,377.3800,729,MSFT
2023-11-24 15:25:00,377.3000,377.3000,376.9250,377.2800,861,MSFT
2023-11-24 15:20:00,377.4300,377.4300,377.2800,377.3000,739,MSFT
2023-11-24 15:15:00,377.3500,377.4000,377.2900,377.3000,286,MSFT
2023-11-24 15:10:00,377.3350,377.4280,377.2820,377.3200,138,MSFT
2023-11-24 15:05:00,377.3200,377.4100,377.2200,377.3100,67,MSFT
2023-11-24 15:00:00,377.3150,377.4300,377.2000,377.3500,179,MSFT
2023-11-24 14:55:00,377.2100,377.4300,377.2000,377.2500,246,MSFT
2023-11-24 14:50:00,377.1500,377.4200,377.0300,377.3800,11,MSFT
2023-11-24 14:45:00,377.2900,377.3500,377.0100,377.1500,959,MSFT
2023-11-24 14:40:00,377.2900,377.2900,377.0000,377.2000,67,MSFT
2023-11-24 14:35:00,377.4300,377.4400,376.0000,377.4000,2948,MSFT
2023-11-24 14:30:00,377.4000,377.5000,377.3000,377.3100,241,MSFT
2023-11-24 14:25:00,377.4300,377.4500,377.3000,377.4000,341,MSFT
2023-11-24 14:20:00,377.5200,377.5200,365.8790,377.4300,1581,MSFT
2023-11-24 14:15:00,377.5100,397.8940,377.4800,377.4800,261,MSFT
2023-11-24 14:10:00,377.5400,381.3620,377.4800,377.4900,782,MSFT
2023-11-24 14:05:00,377.5000,377.5900,377.4900,377.4900,763,MSFT
2023-11-24 14:00:00,377.4500,377.5300,377.4300,377.5000,1317,MSFT
2023-11-24 13:55:00,377.5000,377.5300,377.4300,377.4500,1068,MSFT
2023-11-24 13:50:00,377.3800,377.5500,377.3800,377.5300,829,MSFT
2023-11-24 13:45:00,377.4500,377.5000,377.2200,377.4200,2219,MSFT
2023-11-24 13:40:00,377.4400,377.4700,377.4300,377.4300,1060,MSFT
2023-11-24 13:35:00,377.4300,377.4500,377.4300,377.4500,1488,MSFT
2023-11-24 13:30:00,377.5000,377.5000,377.4300,377.4300,5984,MSFT
2023-11-24 13:25:00,377.5900,377.5900,377.4600,377.4900,2501,MSFT
2023-11-24 13:20:00,377.4300,377.5900,377.4300,377.5800,2129,MSFT
2023-11-24 13:15:00,377.4300,377.5900,377.4300,377.5900,995,MSFT
2023-11-24 13:10:00,377.4800,377.9800,377.4400,377.4600,7660,MSFT
2023-11-24 13:05:00,377.5000,377.5500,377.3800,377.4550,6290,MSFT
2023-11-24 13:00:00,377.4300,377.8500,376.6410,377.5500,3920601,MSFT
2023-11-24 12:55:00,377.3000,377.5000,377.1800,377.3200,394591,MSFT
2023-11-24 12:50:00,376.6900,377.4000,376.5800,377.2800,240588,MSFT
2023-11-24 12:45:00,376.2300,376.7300,376.2300,376.7000,148920,MSFT
2023-11-24 12:40:00,376.5400,376.6200,376.2300,376.2300,90266,MSFT
2023-11-24 12:35:00,376.7400,376.7700,376.4700,376.5300,91475,MSFT
2023-11-24 12:30:00,376.7600,376.8090,376.5100,376.7300,90608,MSFT
2023-11-24 12:25:00,376.4700,376.8500,376.4700,376.7700,103882,MSFT
2023-11-24 12:20:00,376.7600,376.7600,376.3700,376.4600,97457,MSFT
2023-11-24 12:15:00,376.6400,376.8300,376.5150,376.7360,98153,MSFT
2023-11-24 12:10:00,376.6400,376.7570,376.5700,376.6470,106218,MSFT
2023-11-24 12:05:00,376.4400,376.6650,376.4100,376.6500,102212,MSFT
2023-11-24 12:00:00,376.5040,376.6300,376.3400,376.4400,148101,MSFT
2023-11-24 11:55:00,376.5300,376.5500,376.2300,376.5100,132113,MSFT
2023-11-24 11:50:00,376.3700,376.7100,376.3700,376.5300,155698,MSFT
2023-11-24 11:45:00,376.0800,376.4600,376.0800,376.3600,131695,MSFT
2023-11-24 11:40:00,375.8350,376.1900,375.8300,376.0800,105350,MSFT
2023-11-24 11:35:00,375.8200,376.2200,375.7520,375.8200,96486,MSFT
2023-11-24 11:30:00,376.0900,376.1800,375.6300,375.7800,134014,MSFT
2023-11-24 11:25:00,375.8900,376.1400,375.8000,376.1100,167648,MSFT
2023-11-24 11:20:00,375.7200,375.9000,375.6300,375.8700,110291,MSFT
2023-11-24 11:15:00,375.6100,375.8600,375.5900,375.6900,133521,MSFT
2023-11-24 11:10:00,375.8000,375.9300,375.5100,375.6000,177511,MSFT
2023-11-24 11:05:00,375.5600,376.0100,375.3800,375.8000,121454,MSFT
2023-11-24 11:00:00,375.7900,375.9800,375.4600,375.5350,163121,MSFT
2023-11-24 10:55:00,375.6730,375.8200,375.4400,375.7850,115742,MSFT
2023-11-24 10:50:00,375.5600,375.8300,375.1350,375.6600,202017,MSFT
2023-11-24 10:45:00,375.8750,376.0300,375.5600,375.5800,201212,MSFT
2023-11-24 10:40:00,376.3100,376.4480,375.8600,375.8800,133620,MSFT
2023-11-24 10:35:00,375.9600,376.4300,375.9600,376.3250,115104,MSFT
2023-11-24 10:30:00,375.9700,376.1650,375.8500,375.9500,271667,MSFT
2023-11-24 10:25:00,376.3330,376.3700,375.9400,375.9900,134424,MSFT
2023-11-24 10:20:00,376.1500,376.7500,375.9700,376.3400,233775,MSFT
2023-11-24 10:15:00,376.5050,376.5750,375.9100,376.1600,332603,MSFT
2023-11-24 10:10:00,377.2700,377.3400,376.4600,376.4800,170892,MSFT
2023-11-24 10:05:00,377.2550,377.4400,377.0800,377.2550,153105,MSFT
2023-11-24 10:00:00,377.7700,377.9000,377.0700,377.3300,192072,MSFT
2023-11-24 09:55:00,377.2950,377.8300,377.2000,377.7400,186509,MSFT
2023-11-24 09:50:00,377.2400,377.6100,377.0100,377.2800,234088,MSFT
2023-11-24 09:45:00,376.6250,377.6500,376.5800,377.2500,296747,MSFT
2023-11-24 09:40:00,377.0100,377.2700,376.5500,376.5800,233838,MSFT
2023-11-24 09:35:00,377.7400,377.9700,376.8700,377.0500,312830,MSFT
2023-11-24 09:30:00,377.3300,377.9000,376.3900,377.6900,768581,MSFT
2023-11-24 09:25:00,377.1300,377.4000,376.8600,377.2300,9257,MSFT
2023-11-24 09:20:00,377.2500,377.3800,377.0100,377.0300,5101,MSFT
2023-11-24 09:15:00,377.0300,377.3300,377.0100,377.1500,2525,MSFT
2023-11-24 09:10:00,377.1200,378.0000,377.0100,377.0400,6693,MSFT
2023-11-24 09:05:00,377.2400,379.1100,377.0800,377.1100,1919,MSFT
2023-11-24 09:00:00,377.3100,377.4000,377.1100,377.2100,7445,MSFT
2023-11-24 08:55:00,377.7200,377.8300,377.2700,377.3000,4667,MSFT
2023-11-24 08:50:00,377.5000,377.8400,377.2700,377.7200,5790,MSFT
2023-11-24 08:45:00,377.6900,377.9200,377.5000,377.5000,6928,MSFT
2023-11-24 08:40:00,377.6000,377.7000,377.2700,377.6900,4977,MSFT
